108;1;2023-05-27;Available
109;1;2022-06-16;Out of Service
110;1;2022-05-18;Out of Service
111;1;2022-02-05;In Use
112;1;2020-12-28;Maintenance
113;1;2023-10-14;Maintenance
114;1;2022-11-03;Out of Service
115;1;2020-02-19;Available
116;1;2022-09-05;Out of Service
117;1;2021-04-13;Maintenance
118;1;2020-12-20;Available
119;1;2021-06-23;Out of Service
120;1;2020-02-01;Available
121;1;2023-01-26;Out of Service
122;1;2022-04-01;Out of Service
123;1;2022-12-23;Maintenance
124;1;2023-12-22;Out of Service
125;1;2021-04-15;Available
126;1;2022-12-17;Maintenance
127;1;2022-01-23;Available
128;1;2023-10-07;Out of Service
129;1;2023-05-25;Available
130;1;2022-05-08;In Use
131;1;2023-10-06;Available
132;1;2021-08-23;Maintenance
133;1;2022-09-24;Out of Service
134;1;2020-04-13;In Use
135;1;2020-06-19;Available
136;1;2020-11-13;Out of Service
137;1;2020-04-05;Available
138;1;2020-11-13;Maintenance
139;1;2022-07-24;Maintenance
140;1;2022-07-23;In Use
141;1;2023-11-28;In Use
142;1;2020-08-09;In Use
143;1;2021-06-02;Maintenance
144;1;2023-05-01;In Use
145;1;2022-09-04;Out of Service
146;1;2020-04-02;Available
147;1;2022-10-07;Maintenance
148;1;2021-06-02;Out of Service
149;1;2022-12-09;Out of Service
150;1;2022-10-13;In Use
151;1;2023-06-17;Maintenance
152;1;2023-08-25;Maintenance
153;1;2022-03-11;Available
154;1;2023-07-21;In Use
155;1;2020-06-03;Available
156;1;2020-07-27;Maintenance
157;1;2020-07-19;Maintenance
158;1;2022-11-16;Available
159;1;2021-11-16;Out of Service
160;1;2020-05-27;In Use
161;1;2022-03-22;Out of Service
162;1;2022-10-02;Out of Service
163;1;2021-07-23;Available
164;1;2023-10-24;Out of Service
165;1;2023-03-27;Maintenance
166;1;2020-08-07;Out of Service
167;1;2020-03-24;Maintenance
168;1;2023-02-19;Available
169;1;2021-09-14;Out of Service
170;1;2020-03-05;Maintenance
171;1;2021-01-23;Available
172;1;2020-12-11;In Use
173;1;2021-06-08;Out of Service
174;1;2022-03-15;Out of Service
175;1;2021-07-16;Available
176;1;2020-11-26;Maintenance
177;1;2022-09-27;Out of Service
178;1;2020-09-04;In Use
179;1;2021-10-19;Maintenance
180;1;2020-02-07;Available
181;1;2023-10-10;Out of Service
182;1;2023-07-20;Available
183;1;2021-10-12;Maintenance
184;1;2022-03-23;Out of Service
185;1;2023-02-21;Out of Service
186;1;2022-11-21;In Use
187;1;2020-07-14;Available
188;1;2023-02-18;Out of Service
189;1;2023-08-23;Maintenance
190;1;2020-04-28;In Use
191;1;2021-12-25;Out of Service
192;1;2023-02-14;Out of Service
193;1;2020-01-16;Available
194;1;2021-09-04;Available
195;1;2022-01-19;Maintenance
196;1;2021-03-09;In Use
197;1;2020-04-08;Maintenance
198;1;2020-07-23;Maintenance
199;1;2021-08-07;Maintenance
200;1;2023-01-14;Maintenance
201;2;2021-07-02;In Use
202;2;2022-08-17;Maintenance
203;2;2022-12-02;Out of Service
204;2;2023-12-11;Out of Service
205;2;2020-12-15;Out of Service
206;2;2021-01-10;In Use
207;2;2022-02-10;In Use
208;2;2020-02-07;Out of Service
209;2;2022-08-05;Out of Service
210;2;2023-04-24;Maintenance
211;2;2020-02-14;Out of Service
212;2;2020-05-02;Available
213;2;2021-06-05;Maintenance
214;2;2022-11-28;Out of Service
215;2;2022-06-05;In Use
216;2;2022-06-21;Maintenance
217;2;2020-05-19;Maintenance
218;2;2022-07-02;In Use
219;2;2020-10-19;In Use
220;2;2021-08-02;Maintenance
221;2;2021-08-12;In Use
222;2;2023-09-27;Out of Service
223;2;2023-05-07;In Use
224;2;2022-10-09;In Use
225;2;2022-11-12;Maintenance
226;2;2021-07-09;Out of Service
227;2;2020-12-01;Out of Service
228;2;2023-12-16;In Use
229;2;2022-04-12;In Use
230;2;2021-12-07;Available
231;2;2020-06-07;Available
232;2;2022-09-24;Maintenance
233;2;2022-06-24;Maintenance
234;2;2021-02-26;In Use
235;2;2021-12-27;Available
236;2;2020-07-24;Out of Service
237;2;2020-02-27;Available
238;2;2021-04-15;Out of Service
239;2;2023-02-16;In Use
240;2;2023-03-09;Available
241;2;2022-09-24;In Use
242;2;2020-03-03;In Use
243;2;2020-10-25;Out of Service
244;2;2022-07-25;Maintenance
245;2;2020-11-21;Available
246;2;2022-08-19;Out of Service
247;2;2023-01-16;Maintenance
248;2;2023-02-27;Available
249;2;2022-10-28;In Use
250;2;2020-12-20;Available
251;2;2021-04-17;Out of Service
252;2;2021-10-28;Maintenance
253;2;2020-10-04;Available
254;2;2022-12-16;Out of Service
255;2;2022-11-12;Maintenance
256;2;2021-03-01;Out of Service
257;2;2023-01-06;Maintenance
258;2;2021-10-28;In Use
259;2;2022-04-02;Maintenance
260;2;2022-10-18;In Use
261;2;2023-07-01;Available
262;2;2023-07-07;Out of Service
263;2;2022-03-26;In Use
264;2;2021-01-15;Out of Service
265;2;2020-09-26;Out of Service
266;2;2020-07-16;Out of Service
267;2;2022-05-17;In Use
268;2;2023-02-01;Out of Service
269;2;2021-04-13;Out of Service
270;2;2020-04-25;Out of Service
271;2;2021-07-01;Out of Service
272;2;2022-01-21;Out of Service
273;2;2023-07-02;Available
274;2;2022-08-12;Available
275;2;2022-10-23;In Use
276;2;2020-05-11;Maintenance
277;2;2021-08-06;Available
278;2;2022-05-16;Maintenance
279;2;2021-06-12;Out of Service
280;2;2020-08-22;Available
281;2;2020-01-21;Maintenance
282;2;2021-07-13;Available
283;2;2021-04-11;Maintenance
284;2;2023-01-17;Out of Service
285;2;2021-12-20;Maintenance
286;2;2023-02-14;Out of Service
287;2;2023-09-02;Out of Service
288;2;2020-08-23;Available
289;2;2021-01-13;Maintenance
290;2;2021-05-25;Available
291;2;2021-12-14;Out of Service
292;2;2022-01-05;Out of Service
293;2;2023-05-04;Available
294;2;2022-12-07;Available
295;2;2021-01-24;In Use
296;2;2021-11-18;Out of Service
297;2;2020-09-14;Maintenance
298;2;2022-12-16;In Use
299;2;2020-09-01;Available
300;2;2020-12-12;Available
301;2;2022-12-28;Out of Service
302;2;2020-05-13;Maintenance
303;2;2021-11-20;Out of Service
304;2;2022-08-16;In Use
305;2;2022-08-18;Available
306;2;2023-08-12;Maintenance
307;2;2023-06-11;In Use
308;2;2023-03-22;Out of Service
309;2;2021-01-25;In Use
310;2;2023-05-17;Out of Service
311;2;2023-04-01;Maintenance
312;2;2023-08-27;Maintenance
313;2;2022-05-24;Out of Service
314;2;2022-07-16;Available
315;2;2022-04-15;In Use
316;2;2021-05-05;Available
317;2;2022-02-26;Out of Service
318;2;2020-11-16;Out of Service
319;2;2021-08-22;Maintenance
320;2;2022-09-06;Available
321;2;2023-03-01;In Use
322;2;2022-06-23;Maintenance
323;2;2020-10-08;In Use
324;2;2020-05-21;In Use
325;2;2023-04-26;In Use
326;2;2022-08-26;Available
327;2;2020-03-09;Maintenance
328;2;2023-05-02;Available
329;2;2020-08-01;Out of Service
330;2;2020-03-12;Out of Service
331;2;2023-04-03;In Use
332;2;2020-05-28;Maintenance
333;2;2023-08-13;Out of Service
334;2;2022-05-10;Out of Service
335;2;2022-04-15;In Use
336;2;2020-05-13;In Use
337;2;2020-04-05;Maintenance
338;2;2022-03-10;In Use
339;2;2021-06-21;In Use
340;2;2020-04-08;Out of Service
341;2;2022-09-16;Available
342;2;2020-06-21;In Use
343;2;2020-02-23;In Use
344;2;2020-06-14;In Use
345;2;2020-12-10;Maintenance
346;2;2022-11-21;Available
347;2;2022-05-12;Maintenance
348;2;2022-05-24;Maintenance
349;2;2023-08-04;In Use
350;2;2022-04-14;Out of Service
351;2;2021-06-05;Maintenance
352;2;2023-11-26;In Use
353;2;2022-02-27;In Use
354;2;2020-03-19;Available
355;2;2023-07-13;Out of Service
356;2;2020-02-16;In Use
357;2;2022-01-27;In Use
358;2;2022-05-09;In Use
359;2;2021-01-28;Maintenance
360;2;2021-08-04;Out of Service
361;2;2023-08-07;Maintenance
362;2;2021-04-13;Maintenance
363;2;2023-08-12;Available
364;2;2020-02-13;In Use
365;2;2021-04-20;Maintenance
366;2;2021-12-04;Out of Service
367;2;2023-03-12;Maintenance
368;2;2022-10-10;In Use
369;2;2023-06-04;Out of Service
370;2;2021-07-06;Out of Service
371;2;2020-10-07;Out of Service
372;2;2022-04-05;Out of Service
373;2;2020-02-24;Maintenance
374;2;2023-09-26;Out of Service
375;2;2021-02-04;In Use
376;2;2022-06-26;Out of Service
377;2;2023-10-27;Out of Service
378;2;2023-04-20;In Use
379;2;2023-01-27;Maintenance
380;2;2022-01-10;Maintenance
381;2;2022-09-09;In Use
382;2;2022-09-21;Out of Service
383;2;2020-02-27;In Use
384;2;2023-05-12;Maintenance
385;2;2022-08-28;In Use
386;2;2023-09-02;In Use
387;2;2020-08-05;Out of Service
388;2;2023-04-04;Available
389;2;2022-03-18;In Use
390;2;2020-12-01;In Use
391;2;2023-02-16;Out of Service
392;2;2023-04-12;Available
393;2;2021-05-14;In Use
394;2;2022-10-16;In Use
395;2;2023-12-02;Maintenance
396;2;2022-04-01;Maintenance
397;2;2020-08-25;In Use
398;2;2022-05-02;Available
399;2;2022-04-08;Available
400;2;2022-06-06;Available
401;3;2023-02-17;Out of Service
402;3;2020-02-23;In Use
403;3;2023-10-02;Available
404;3;2023-01-07;In Use
405;3;2021-12-25;Maintenance
406;3;2021-08-08;In Use
407;3;2022-10-07;Maintenance
408;3;2021-04-08;In Use
409;3;2023-05-18;Available
410;3;2023-09-17;Maintenance
411;3;2022-09-24;Maintenance
412;3;2022-09-06;Maintenance
413;3;2022-09-22;In Use
414;3;2022-12-17;Out of Service
415;3;2021-06-16;Available
416;3;2023-07-19;Available
417;3;2023-07-12;Maintenance
418;3;2023-10-08;Available
419;3;2021-04-27;Maintenance
420;3;2022-11-03;Maintenance
421;3;2021-07-20;Maintenance
422;3;2021-05-19;In Use
423;3;2020-04-19;Out of Service
424;3;2021-02-25;In Use
425;3;2023-03-21;Maintenance
426;3;2021-02-12;Out of Service
427;3;2021-11-02;Available
428;3;2020-08-19;Maintenance
429;3;2023-06-19;In Use
430;3;2023-09-13;Out of Service
431;3;2020-04-24;Out of Service
432;3;2022-11-01;Available
433;3;2020-08-27;Maintenance
434;3;2020-02-27;Available
435;3;2022-09-08;Out of Service
436;3;2023-06-26;Available
437;3;2021-05-25;Maintenance
438;3;2020-01-16;In Use
439;3;2021-12-07;Maintenance
440;3;2023-02-23;Maintenance
441;3;2020-09-13;Maintenance
442;3;2022-08-12;Available
443;3;2021-11-23;Out of Service
444;3;2023-11-22;Maintenance
445;3;2023-07-18;Maintenance
446;3;2021-08-08;Out of Service
447;3;2021-09-02;Maintenance
448;3;2022-03-13;In Use
449;3;2022-05-12;Available
450;3;2020-08-16;Maintenance
451;3;2023-02-09;Out of Service
452;3;2020-06-26;Available
453;3;2020-05-01;Available
454;3;2023-04-13;In Use
455;3;2022-05-16;In Use
456;3;2022-07-24;Maintenance
457;3;2023-05-23;Available
458;3;2022-10-28;Out of Service
459;3;2020-03-21;Maintenance
460;3;2023-01-16;Out of Service
461;3;2023-07-08;In Use
462;3;2021-06-01;In Use
463;3;2023-04-06;Maintenance
464;3;2021-07-28;Maintenance
465;3;2022-06-05;In Use
466;3;2020-01-15;In Use
467;3;2020-06-26;In Use
468;3;2021-02-02;In Use
469;3;2022-02-06;Maintenance
470;3;2021-06-07;Out of Service
471;3;2021-03-28;Maintenance
472;3;2023-02-19;In Use
473;3;2020-10-07;Available
474;3;2023-11-05;Maintenance
475;3;2022-08-18;Maintenance
476;3;2023-10-07;Maintenance
477;3;2021-08-02;In Use
478;3;2022-07-28;Available
479;3;2022-05-04;Maintenance
480;3;2022-10-11;Available
481;3;2020-10-18;Maintenance
482;3;2021-10-03;Out of Service
483;3;2023-08-19;Maintenance
484;3;2021-09-13;In Use
485;3;2023-11-23;In Use
486;3;2022-01-17;Maintenance
487;3;2023-07-10;Out of Service
488;3;2022-08-10;In Use
489;3;2020-05-28;Out of Service
490;3;2021-05-16;Maintenance
491;3;2021-06-03;Maintenance
492;3;2023-02-18;Available
493;3;2022-02-26;Maintenance
494;3;2022-12-03;In Use
495;3;2023-03-13;Maintenance
496;3;2021-01-11;In Use
497;3;2023-04-04;Out of Service
498;3;2023-02-20;Available
499;3;2021-06-24;Out of Service
500;3;2023-02-12;Available
501;3;2023-09-23;Maintenance
502;3;2021-10-25;Out of Service
503;3;2020-03-18;Maintenance
504;3;2021-08-21;Available
505;3;2023-09-02;Out of Service
506;3;2022-08-24;Available
507;3;2021-06-25;Out of Service
508;3;2021-03-26;Available
509;3;2022-08-05;In Use
510;3;2021-11-09;Maintenance
511;3;2021-08-18;In Use
512;3;2022-11-28;Maintenance
513;3;2020-04-27;Out of Service
514;3;2023-07-18;Out of Service
515;3;2021-02-05;Out of Service
516;3;2021-10-20;In Use
517;3;2021-08-20;Out of Service
518;3;2023-07-20;Maintenance
519;3;2023-01-12;Out of Service
520;3;2022-01-12;In Use
521;3;2023-04-15;Available
522;3;2022-04-28;In Use
523;3;2022-01-15;Maintenance
524;3;2023-04-05;Maintenance
525;3;2020-02-04;Out of Service
526;3;2020-05-03;Maintenance
527;3;2021-04-10;Out of Service
528;3;2021-06-24;Maintenance
529;3;2023-09-18;Available
530;3;2021-07-26;Out of Service
531;3;2020-06-25;Maintenance
532;3;2020-04-21;Maintenance
533;3;2020-06-08;In Use
534;3;2020-10-02;In Use
535;3;2022-05-14;In Use
536;3;2020-08-07;Out of Service
537;3;2023-11-25;Available
538;3;2023-06-23;Out of Service
539;3;2022-02-23;Maintenance
540;3;2022-03-11;Available
541;3;2020-03-11;Out of Service
542;3;2021-06-10;In Use
543;3;2023-03-18;Available
544;3;2023-09-10;In Use
545;3;2020-07-02;Maintenance
546;3;2021-12-27;In Use
547;3;2020-07-27;Available
548;3;2021-09-16;In Use
549;3;2023-04-09;Out of Service
550;3;2021-11-07;Out of Service
551;3;2021-10-16;In Use
552;3;2023-04-28;In Use
553;3;2022-10-15;Out of Service
554;3;2022-11-12;Maintenance
555;3;2022-07-10;Available
556;3;2022-04-06;Maintenance
557;3;2021-10-13;Available
558;3;2023-02-02;Maintenance
559;3;2022-01-11;Out of Service
560;3;2020-07-17;In Use
561;3;2021-09-18;Available
562;3;2022-07-28;Maintenance
563;3;2022-12-13;Available
564;3;2023-11-27;In Use
565;3;2021-12-11;Maintenance
566;3;2020-10-11;Available
567;3;2023-12-12;In Use
568;3;2021-08-06;Available
569;3;2021-11-02;Available
570;3;2022-02-06;Available
571;3;2023-06-05;Out of Service
572;3;2022-10-27;In Use
573;3;2022-05-23;In Use
574;3;2023-03-10;Out of Service
575;3;2021-12-02;Available
576;3;2022-10-05;Out of Service
577;3;2020-01-04;Out of Service
578;3;2021-05-18;In Use
579;3;2022-05-06;In Use
580;3;2023-12-11;In Use
581;3;2023-11-10;Available
582;3;2021-03-02;Maintenance
583;3;2021-07-01;Out of Service
584;3;2021-07-18;In Use
585;3;2021-10-07;Available
586;3;2023-09-23;Out of Service
587;3;2020-03-18;Out of Service
588;3;2020-12-01;Maintenance
589;3;2022-12-18;Maintenance
590;3;2021-02-25;Available
591;3;2023-01-26;Maintenance
592;3;2022-01-10;In Use
593;3;2020-07-09;In Use
594;3;2022-05-06;Available
595;3;2023-12-11;Maintenance
596;3;2021-08-17;In Use
597;3;2021-12-27;Out of Service
598;3;2023-09-14;Available
599;3;2020-06-09;In Use
600;3;2022-12-25;Available
601;4;2020-11-27;Maintenance
602;4;2020-12-10;Maintenance
603;4;2020-02-06;Out of Service
604;4;2023-01-09;In Use
605;4;2020-08-25;In Use
606;4;2022-06-12;Maintenance
607;4;2020-07-14;Maintenance
608;4;2020-09-06;Out of Service
609;4;2020-09-09;Out of Service
610;4;2022-01-23;Available
611;4;2020-07-02;Maintenance
612;4;2021-07-13;Out of Service
613;4;2020-09-19;Out of Service
614;4;2020-10-12;Out of Service
615;4;2021-04-12;Maintenance
616;4;2021-05-23;Out of Service
617;4;2020-10-26;In Use
618;4;2020-03-06;Available
619;4;2021-10-23;Available
620;4;2020-06-08;Out of Service
621;4;2023-09-14;Out of Service
622;4;2023-07-24;Maintenance
623;4;2022-11-16;In Use
624;4;2020-05-19;In Use
625;4;2023-12-18;Available
626;4;2020-02-06;Out of Service
627;4;2020-10-16;Out of Service
628;4;2023-08-20;Out of Service
629;4;2020-01-14;Available
630;4;2023-04-17;Out of Service
631;4;2023-06-07;Out of Service
632;4;2023-04-15;Available
633;4;2020-03-21;In Use
634;4;2023-07-01;Out of Service
635;4;2021-06-22;Maintenance
636;4;2020-02-11;In Use
637;4;2021-05-03;Available
638;4;2023-06-01;In Use
639;4;2020-11-15;In Use
640;4;2020-01-18;In Use
641;4;2022-04-27;Available
642;4;2023-05-20;Maintenance
643;4;2023-09-13;In Use
644;4;2022-06-09;Maintenance
645;4;2021-07-15;Available
646;4;2022-09-04;Available
647;4;2021-03-26;Maintenance
648;4;2021-12-16;Maintenance
649;4;2020-01-11;Out of Service
650;4;2020-01-14;Available
651;4;2023-01-06;Out of Service
652;4;2023-01-09;In Use
653;4;2022-01-19;Out of Service
654;4;2023-04-11;Maintenance
655;4;2020-11-02;In Use
656;4;2023-11-14;Out of Service
657;4;2022-03-06;Maintenance
658;4;2023-04-06;Available
659;4;2020-11-02;Available
660;4;2022-06-25;Available
661;4;2023-04-06;In Use
662;4;2020-11-24;Out of Service
663;4;2022-06-25;Available
664;4;2020-09-20;Maintenance
665;4;2022-08-04;Maintenance
666;4;2023-09-23;Maintenance
667;4;2021-10-07;Maintenance
668;4;2021-03-04;Maintenance
669;4;2021-05-14;Maintenance
670;4;2021-11-05;In Use
671;4;2022-04-02;Maintenance
672;4;2021-10-08;Available
673;4;2020-09-22;In Use
674;4;2022-10-05;Available
675;4;2022-11-05;Maintenance
676;4;2020-03-03;In Use
677;4;2022-04-15;Maintenance
678;4;2021-11-06;Maintenance
679;4;2022-11-07;Out of Service
680;4;2022-07-18;Available
681;4;2022-04-26;Available
682;4;2023-02-14;Out of Service
683;4;2022-04-01;In Use
684;4;2023-02-27;Out of Service
685;4;2020-01-20;Maintenance
686;4;2022-08-12;Maintenance
687;4;2023-05-09;Out of Service
688;4;2021-12-25;In Use
689;4;2020-12-05;Available
690;4;2021-02-01;Out of Service
691;4;2021-09-24;Maintenance
692;4;2022-08-22;Out of Service
693;4;2020-05-20;Out of Service
694;4;2023-05-03;Out of Service
695;4;2022-02-27;Available
696;4;2021-01-13;Maintenance
697;4;2023-05-07;In Use
698;4;2021-07-15;In Use
699;4;2023-11-24;Available
700;4;2021-10-28;Maintenance
701;4;2023-07-08;Available
702;4;2022-11-05;Available
703;4;2020-05-02;Out of Service
704;4;2020-11-19;Available
705;4;2023-04-26;Available
706;4;2020-05-24;Available
707;4;2022-09-23;In Use
708;4;2023-03-06;Maintenance
709;4;2021-03-11;Maintenance
710;4;2022-08-23;In Use
711;4;2021-03-09;Available
712;4;2022-01-28;Maintenance
713;4;2021-08-20;In Use
714;4;2022-02-24;Available
715;4;2020-08-18;Maintenance
716;4;2020-05-24;Maintenance
717;4;2020-11-05;Out of Service
718;4;2020-08-19;Available
719;4;2022-06-12;Out of Service
720;4;2020-05-26;Available
721;4;2023-11-23;Out of Service
722;4;2021-08-23;In Use
723;4;2023-02-04;Available
724;4;2020-10-25;In Use
725;4;2022-08-23;In Use
726;4;2020-08-16;In Use
727;4;2021-09-28;Out of Service
728;4;2022-04-26;Available
729;4;2022-05-18;Maintenance
730;4;2022-12-06;Available
731;4;2020-02-03;In Use
732;4;2020-12-06;Maintenance
733;4;2022-03-18;Out of Service
734;4;2020-03-05;Out of Service
735;4;2021-12-08;In Use
736;4;2020-12-19;Maintenance
737;4;2023-04-10;Maintenance
738;4;2021-06-01;In Use
739;4;2020-06-20;Available
740;4;2021-11-21;In Use
741;4;2021-09-02;In Use
742;4;2020-06-19;Maintenance
743;4;2021-12-22;In Use
744;4;2023-05-05;Out of Service
745;4;2023-09-03;Available
746;4;2022-08-24;Maintenance
747;4;2023-06-27;Maintenance
748;4;2022-06-05;Available
749;4;2021-10-23;Maintenance
750;4;2023-06-03;Available
751;4;2020-09-06;In Use
752;4;2021-01-08;Out of Service
753;4;2022-12-21;Available
754;4;2021-02-15;In Use
755;4;2022-06-21;Maintenance
756;4;2023-07-24;Available
757;4;2021-04-11;Maintenance
758;4;2021-02-09;Out of Service
759;4;2021-03-01;In Use
760;4;2020-02-27;Available
761;4;2023-01-23;Out of Service
762;4;2020-03-24;Out of Service
763;4;2021-05-20;Maintenance
764;4;2023-09-12;Available
765;4;2021-11-22;In Use
766;4;2020-05-07;Maintenance
767;4;2022-08-26;Maintenance
768;4;2020-05-09;Out of Service
769;4;2022-10-08;In Use
770;4;2023-05-09;Maintenance
771;4;2020-09-13;Available
772;4;2023-07-06;Available
773;4;2022-10-10;Maintenance
774;4;2021-11-08;In Use
775;4;2022-10-10;In Use
776;4;2022-08-01;In Use
777;4;2020-10-18;Out of Service
778;4;2020-07-23;Out of Service
779;4;2021-03-05;Maintenance
780;4;2023-02-07;Available
781;4;2022-07-06;Available
782;4;2023-06-19;Out of Service
783;4;2023-03-02;Available
784;4;2020-04-27;In Use
785;4;2023-09-19;Out of Service
786;4;2023-04-26;Maintenance
787;4;2020-03-03;Available
788;4;2020-07-16;Available
789;4;2020-08-01;In Use
790;4;2021-07-15;Maintenance
791;4;2022-07-10;In Use
792;4;2021-08-01;Maintenance
793;4;2021-10-17;Out of Service
794;4;2021-10-25;Out of Service
795;4;2020-03-11;In Use
796;4;2021-09-20;Out of Service
797;4;2023-06-13;Out of Service
798;4;2023-02-27;Out of Service
799;4;2021-02-15;Out of Service
800;4;2020-02-08;Maintenance
801;5;2020-11-22;Available
802;5;2023-06-11;Maintenance
803;5;2020-10-14;Available
804;5;2023-11-18;In Use
805;5;2020-11-15;Available
806;5;2023-08-26;Out of Service
807;5;2022-03-23;Available
808;5;2021-06-13;Available
809;5;2022-02-24;Available
810;5;2021-08-10;Available
811;5;2020-04-25;Available
812;5;2022-05-06;Available
813;5;2021-06-01;Out of Service
814;5;2023-10-09;Maintenance
815;5;2023-10-14;Available
816;5;2022-03-08;In Use
817;5;2023-02-10;Out of Service
818;5;2022-05-08;In Use
819;5;2020-11-21;Maintenance
820;5;2023-08-21;Out of Service
821;5;2022-07-11;In Use
822;5;2021-02-06;In Use
823;5;2020-12-16;Available
824;5;2023-09-08;In Use
825;5;2022-03-03;Available
826;5;2021-07-20;Out of Service
827;5;2021-04-12;Out of Service
828;5;2022-02-13;Maintenance
829;5;2021-06-26;In Use
830;5;2020-01-21;Available
831;5;2020-07-23;Available
832;5;2021-11-02;Maintenance
833;5;2022-06-27;Available
834;5;2022-09-09;Maintenance
835;5;2021-04-13;Out of Service
836;5;2021-06-23;Maintenance
837;5;2022-06-16;Maintenance
838;5;2022-06-28;Available
839;5;2020-06-04;Maintenance
840;5;2022-10-08;Maintenance
841;5;2023-12-12;Available
842;5;2022-01-28;In Use
843;5;2020-09-05;Maintenance
844;5;2022-05-17;Maintenance
845;5;2021-04-20;Out of Service
846;5;2022-08-04;Out of Service
847;5;2023-03-15;In Use
848;5;2020-02-18;Maintenance
849;5;2020-11-11;Maintenance
850;5;2020-07-25;Available
851;5;2020-10-20;In Use
852;5;2020-05-16;Out of Service
853;5;2022-01-14;In Use
854;5;2020-05-08;Out of Service
855;5;2023-05-21;Available
856;5;2020-06-22;Maintenance
857;5;2021-06-27;Maintenance
858;5;2021-04-05;Available
859;5;2023-09-01;Available
860;5;2022-05-02;Maintenance
861;5;2022-02-17;Available
862;5;2020-01-06;Maintenance
863;5;2021-02-02;In Use
864;5;2023-12-12;Available
865;5;2022-12-18;Out of Service
866;5;2020-12-27;Maintenance
867;5;2021-09-06;Maintenance
868;5;2021-10-16;Out of Service
869;5;2021-09-19;Available
870;5;2022-09-02;In Use
871;5;2021-10-13;Out of Service
872;5;2022-03-26;Maintenance
873;5;2020-06-23;Out of Service
874;5;2022-08-24;In Use
875;5;2020-09-10;In Use
876;5;2021-10-01;Out of Service
877;5;2023-03-03;Available
878;5;2020-09-18;In Use
879;5;2022-12-14;Out of Service
880;5;2020-12-25;In Use
881;5;2023-12-09;In Use
882;5;2023-09-14;Available
883;5;2020-12-08;Maintenance
884;5;2023-03-22;Maintenance
885;5;2023-12-04;Available
